texto_review,sentimento
"""Quando a esmola é demais o Santo desconfia.""  Trata-se de uma mochila do tamanho de uma lancheira infantil. Ela é econômica no tamanho.   Desaprovo veementemente.  Me senti enganado.",Negativo
Atendeu plenamente a minha expectativa É chegou dentro do prazo,Positivo
"Nao comprei  o produto e provavelmente nao  compraria baseado nessas avaliaçoes,,,como pode alguem que nao comprou poder avaliar? Qual a confiabilidade das avaliaçoes?",Negativo
ainda não recebi o produto então não consigo avaliar,Negativo
"Ótimo custo beneficio! Somente uma observação, aparelho esquenta com muita facilidade, fazendo com que trave com uma certa frequência na utilização dos aplicativos. Tempo de entrega excelente, sempre antes do prazo estimado.",Neutro
"Não é o produto top, mas assiste as expectativas, tem boa memória interna e roda bem os aplicativos.",Neutro
"É o comum para uma panela de arroz, atende minhas necessidades para pequenas quantidades.",Neutro
"Gostei do produto em questão de acabamento, beleza e comodidade, mas faz mais barulho do que o outro que tenho.",Neutro
"Ótimo  produto,além  de ter um design  lindo!Estou satisfeita ,com a entrega  e com o produto  super indico.",Positivo
Realmente é um aparelho de muita qualidade. Comprei para minha irmã. Ela adorou o produto. Brevemente vou comprar um outro. Dessa vez pra mim.,Positivo
"Produto de design bonito,confortável e leve, se adequa perfeitamente,permitindo um ótimo conforto para os pés",Neutro
"O celular é lindo, não trava, a câmera é muito boa e a entrega foi super rápida",Positivo
Preço com 50% de desconto.  Mais qusando clico vai pra outro aparelho.,Negativo
"Gostei muito do LG G6, já tive outros dois da linha G, o G2 e o G4...mas achei o design deste muito bonito, top de linha!  Apenas achei que esquenta muito rápido quando jogo os jogos um pouco mais pesados, não trava, nem nada, mas achei que esquenta mais rápido em relação ao G4,  De resto achei o celular muito bom!",Positivo
"Quero deixar claro que o produto da Motorola é excelente!  Porém, deixo como aviso para que tenham cuidado em comprar produtos na Americanas. Comprei este celular de presente para meu pai, porém além da demora na entrega (pois paguei expressa e levou 4 dias), eles me entregaram uma caixa COM UMA BOLACHA PASSA TEMPO NO LUGAR DO CELULAR. Tive que abrir reclamação no PROCON e no RECLAME AQUI para conseguir o envio do produto que eu paguei - com mais demora e atraso para que eu pudesse presenteá-lo.  PÉSSIMA EXPERIÊNCIA.",Neutro
Eficiente e suave  Fácil utilização Preço razoável Recomendaria para iniciantes,Neutro
Mais quando quando se vai na descrição do produto diz outra outra coisa - Cozinha Compacta 3 Peças ??? Que propaganda é essa? Afinal o produto vem com 5 Peças ou 3 peças ? Aguardo a resposta!,Neutro
Se não fosse o bico estourado com certeza seria um ótimo produto. Recomendo estando em ótimo estado.,Negativo
"Produto entregue com rapidez e funcionando adequadamente. Ele parece um grande celular, pois faz ligações. Porém a qualidade da tela é evidentemente inferior, além do baixo espaço de memória, que não resolve ao se colocar um cartão extra (programas e aplicativos são instalados obrigatoriamente na memória do tablet). Tive que apagar alguns aplicativos para colocar outros mais pesados. Por valor, ele compensa, mas recomendo avaliar se precisará de algo que comporte mutios aplicativos, caso sim, não é boa indicação.",Neutro
"mais poderia ter uma manual em português, e mais simples de configurar",Neutro
Produto veio todo danificado e deu muito trabalho para conseguir contato pois a americanas não possui uma possa para falar com um atendente todas as pssoes dão errado o contato e preciso muita sorte e muita fentativa levando até duas horas de tentativas a única opção que funciona e para falar com vendedores ...dai eles transfere a ligação e a partir daí não funciona mais,Negativo
"Não recomendo, comprei e não recebi a mercadoria. Não posso avaliar o produto.",Negativo
"Gostei muito do produto, chegaram antes do prazo, porém, achei o frete muito caro.",Neutro
"Bonito! Mas não tem tampa, os temperos podem perder o cheiro.",Neutro
"Oi fornecedor por favor tire essa duvido quero comprar o produto, mas preciso saber se  essa cama separa porque aonde eu moro tem uma escada e não sobe se for inteira preciso que seja separada aguardo uma resposta para adquirir  Desde já agradeço",Neutro
Boa tarde! Vcs me desculpem mas como eu vou avaliar um produto se eu ainda nem recebi???,Negativo
"excelente qualidade, otima velocidade, correspondeu acima das minhas expectativas. fiquei muito satisfeita com minha compra e ainda chegou antes do prazo previsto da entrega.",Positivo
Comprei pra minha filha de natal a bateria veio viciada trava toda hora produto muito péssimo não recomendo ...se pudesse devolveria queria dinheiro de volta.,Negativo
E´um smartphone parece bom. ainda é cedo pra fazer uma avaliação melhor. Mais de imediato párece ter bom funcionamento.,Neutro
vem com a chave para abri a gaveta do chip?  ainda tem em estoque?,Neutro
Excelente  produto  Podem comprar sim muita praticidade  marravilhoso,Positivo
gostei muito e a entrega ante do prazo combinado muito bom,Positivo
"Não compre esse produto, fiz a compra no dia 26/02/18 e até agora não recebi o produto, um desrespeito sem tamanho com o consumidor, NÃO COMPRE ESSE CONTROLE!!!!",Negativo
"Bonito, Igual a foto, e chegou muito rápido e a compra do muito simples, adoro minhas compra na americana.",Neutro
"Não liga, fica somente na tela do Android! Não para de iniciar. Não consegui ligar na área de trabalho.",Negativo
"O aparelho é ótimo,  atende as expectativas,  A entrega foi super rápida, chegou antes do prazo.",Positivo
Muito bom eu recomendo. Produto muito bom e atendimento otimo.,Positivo
"Bom dia, gostaria que vcs me respondesem, como avalio um produto que só vi por foto e ainda não recebi???? Obrigado",Negativo
"Pois é, o Kit é super bom. A capinha tem uma material bom e fica muito bonito com o Design do produto. A película de vidro tem a medida certinha do aparelho.  Porém o kit de limpeza não veio junto da minha encomenda, por causa disso (e da minha pouca experiência com o produto) acabei perdendo a película de vidro.   A data de entrega é bem grande, mas foi entregue 1 semana antes do planejado!  Gostei bastante!",Neutro
"É um produto que atende e cumpre seu objetivo. Eu ainda não o coloquei na parede, mas tenho certeza que irá funcionar perfeitamente.",Neutro
"O tablet te qualidade boa, porém o meu veio com linhas coloridas na tela. Enviei para a Multilaser e estou aguardando retorno",Neutro
"São fatos históricos  , tem conteúdo  , gostei ! O escritor soube tratar do assunto , sem ser cansativo , vitimista  ,narrou a historia de a forma cativante ! Sem contudo , deixar a verdade do horror Nazista , ficar menos ruim ! Ele , soube como contar os Fatos ... O HORROR , de se ter UMA RAÇA PURA  ......( obs..) MINHA HUMILDE OPINIÃO , contra essa idiotice sem tamanho ...., tem que haver misturas e misturas , senão A RAÇA PURA PERECE ...frágil em seu pobre DNA ....seja ela Nórdica , Africana ou Oriental ...só minha opinião , sem aval de conhecimento científico  !",Neutro
"Recomendo a todos! Um maravilhoso produto, rápido, prático e super bonito. A entrega foi super rápida e todos acham lindo e com razão. Podem comprar sem sombra de dúvidas, é um excelente notebook, estou imensamente satisfeita!",Positivo
"Produto é  muito bom mas tem um custo bem alto. Utilizo constantemente não só para o rosto, mas até mesmo para as costas.",Neutro
"Muito barulhenta, suja mais do que limpa, joguei dinheiro fora, não indico para ninguém. Detestei !!!",Negativo
"Parecia ótimo  só que o meu não está funcionando a entrada do fone de ouvidos, e veio com um arranhado grande na parte traseira, até a caixa veio rasgada. Parece que é  usado! Estou decepcionada. Espero que devolvam meu dinheiro.",Negativo
Excelente celular parece o iPhone amei muito bom mesmo,Positivo
"meu módulo parou de funcionar com menos de 2 meses de uso, quero saber como faço para acionar a garantia?",Negativo
"A gente perde tempo escolhendo o modelo e a cor, deixa de comprar na nossa cidade que é a pronta entrega... e recebo um jogo da marca Antares, modelo diferente! E eu não tenho como esperar mais quase 30 dias, fora o tempo para recolher a errada. Para receber o pagamento nunca ocorre problema, a metodologia não falha!",Negativo
"A Asus tem os melhores celulares. Ele é muito bonito, e a bateria dura dois dias. A entrega da Americanas, muito rapida.",Positivo
"Americanas deveria rever essa empresa que faz as entregas para ela, essa terceirizada relaxada, sem profissionalismo nenhum, 3 semanas pra entregar um jogo, o entregador ainda te trata mal e carrega de qualquer jeito o produto. Decepção !",Negativo
"Solicitei um produto conforme foto e medida, me enviaram modelo diferente e medidas diferente no qual não serve em minha residencia. Não me deixaram nada na entrega do produto, NF ou outro tipo de documento especificando o produto entregue, não consigo emitir a nota fiscal na receita porque não veio a chave para emissão.",Negativo
Não tenho como avaliar um produto q não foi entregue,Negativo
Olá   Já comprei muito da Americanas mas perdi meu dinheiro nesta compra. Todos os produtos que comprei estavam estragados desculpe Americanas mas esta parceria de vcs com esta empresa e problema. Fiz reclamação com eles mas não responderam. Onde eu ver este nome COMBINADO corro deles. Atenciosamente Klaus Erich,Negativo
"Material um pouco fraco. Aguentou a ida e volta em mala despachada, mas parece que vai rasgar logo.",Negativo
"comprei, confiei, primeira vez que caiu no chão, quebrou minha tela, vou devolver o produto, samsung decepcionou dessa vez... Para ter segurança tem que ter protetor de tela.",Negativo
"Gostei do produto,é bom,e tem qualidades,é um produto que vale o preço.",Neutro
"Produto de primeira qualidade, fiquei muito satisfeito com o mesmo",Positivo
Chegou antes do prazo. Ótimo produto e preço. Valeu a pena comprar pelo site.,Positivo
o tamanho das palhetas são pequenos e não passam por todo o espaço do vidro que deveriam limpar,Positivo
"Chegou super rápido, o produto de extrema qualidade. O feno bem verde e fresco. O melhor que já encontrei.",Positivo
"É tão ruim que nem a Americanas quis de volta. Comprei um, no mesmo dia quebrou o encaixe da parte das lâminas. Reclamei com a Americanas e me mandaram outro, não quiseram nem o produto avariado de volta. O 2o durou mais tempo, mas com 2 anos de uso quebrou a parte de costeletas e quebrou o mesma peça do outro. Tenho duas porcarias de barbeador que não valem nem por uma . Fora que o barbear dele é péssimo. Não comprem essa joça, não vale a pena! Pague um pouco mais por qualidade e compre um Philips, marca referência em barbadores elétricos.",Negativo
"Produto excelente atendeu minhas expectativas ,americanas de parabéns produto chegou bem antes do prazo......",Neutro
Adorei a máquina é de ótima qualidade e chegou antes do previsto. Recomendo o produto.,Positivo
"Ele lava louça, roupa, passa, cozinha, faz faxina pesada e manutenção na casa.",Positivo
"Estou terrivelmente arrependida da compra, guarda roupa chegou antes do prazo, porém veio faltando várias peças, não veio nenhum parafuso nem manual de montagem, nada um absurdo, daí vc entra em contato com a loja, eles querem que vc gaste dinheiro pra embalar de volta o guarda roupa igual veio, se vc não abrisse como saberia que não veio as madeiras nem os parafusos, um absurdo estou procurando meus direitos junto ao Procon, não recomendo jamais, muita dor de cabeça, pra comprar super rápido mas quando é pra resolver um problema só Deus......",Negativo
Ainda não recebi o produto. Estou tentando cancelar desde 17/04 e também não consigo. Esse site está uma completa esculhambação. Vou ter que entrar com uma ação para resolver meu problema.,Negativo
"O produto é excelente, de ótima qualidade e bonito, super recomendo!!!!",Positivo
O produto veio com defeito Fgyujhfdjkmbcxbkjgxvfgiudcbnvxcvg bhfdddfcgn nnhffff bbgggggt bhfdssdf hgsdhjhvvh jgccxfghk ngxgiyb,Negativo
"produto dentro do padrão,  entregue antes do prazo previsto em ótimas condições.",Positivo
Ainda não recebi minha mercadoria   porque tanta demora?,Negativo
"Fiquei chateada porque não veio a mochila para carregar o produto, mando e-mail e ninguém me responde. Vocês deveriam da uma satisfação ao menos. Porque o valor total já foi pago. E como a criança faz o deslocamento sem a mochila? O aparelho é bem pesado.",Neutro
